ticket_id,customer_id,created_date,category,priority,status,resolved_date,resolution_hours,satisfaction_score,agent_id
TKT102286,13279,2024-02-05 00:00:00,Product Query,Medium,Resolved,2024-02-07 20:00:00,68,,AGT010
TKT102287,18884,2024-04-02 00:00:00,Shipping,High,Closed,2024-04-02 22:00:00,22,3,AGT018
TKT102288,11353,2024-10-29 00:00:00,Order Issue,Low,Closed,2024-10-30 19:00:00,43,3,AGT003
TKT102289,12974,2024-04-02 00:00:00,Payment,Medium,Closed,2024-04-03 06:00:00,30,5,AGT008
TKT102290,11258,2024-10-05 00:00:00,Order Issue,Low,Resolved,2024-10-10 12:00:00,132,,AGT019
TKT102291,14594,2024-01-18 00:00:00,Order Issue,Medium,In Progress,,,,AGT007
TKT102292,19481,2024-04-28 00:00:00,Payment,Medium,Closed,2024-04-28 18:00:00,18,3,AGT013
TKT102293,14471,2024-09-25 00:00:00,Payment,Urgent,Closed,2024-09-25 02:00:00,2,5,AGT015
TKT102294,14964,2024-05-18 00:00:00,Returns,Low,In Progress,,,,AGT020
TKT102295,15927,2024-02-16 00:00:00,Shipping,High,In Progress,,,,AGT013
TKT102296,10376,2024-06-12 00:00:00,Technical,Medium,In Progress,,,,AGT015
TKT102297,12859,2024-07-24 00:00:00,Other,Medium,Resolved,2024-07-26 19:00:00,67,,AGT014
TKT102298,15884,2024-01-04 00:00:00,Payment,Medium,Open,,,,AGT019
TKT102299,14259,2024-03-22 00:00:00,Payment,Medium,Closed,2024-03-22 18:00:00,18,3,AGT009
TKT102300,15899,2024-03-09 00:00:00,Shipping,Low,Closed,2024-03-14 03:00:00,123,3,AGT015
TKT102301,10432,2024-09-25 00:00:00,Shipping,Low,Resolved,2024-09-28 07:00:00,79,,AGT015
TKT102302,15457,2024-10-28 00:00:00,Payment,High,Closed,2024-10-28 08:00:00,8,5,AGT015
TKT102303,16951,2024-08-03 00:00:00,Shipping,High,Closed,2024-08-03 15:00:00,15,5,AGT015
TKT102304,10219,2024-05-05 00:00:00,Product Query,Low,Resolved,2024-05-10 23:00:00,143,,AGT013
TKT102305,15619,2024-09-15 00:00:00,Returns,Low,Closed,2024-09-20 07:00:00,127,3,AGT006
TKT102306,18550,2024-05-01 00:00:00,Product Query,Low,In Progress,,,,AGT002
TKT102307,11139,2024-07-28 00:00:00,Product Query,Medium,Closed,2024-07-28 21:00:00,21,4,AGT020
TKT102308,12706,2024-05-29 00:00:00,Product Query,Low,Resolved,2024-06-01 00:00:00,72,,AGT020
TKT102309,13472,2024-01-05 00:00:00,Order Issue,Medium,Closed,2024-01-07 04:00:00,52,5,AGT012
TKT102310,14896,2024-08-17 00:00:00,Payment,High,Closed,2024-08-17 07:00:00,7,5,AGT003
TKT102311,14666,2024-06-09 00:00:00,Product Query,Low,Closed,2024-06-12 11:00:00,83,2,AGT010
TKT102312,19367,2024-10-18 00:00:00,Payment,Medium,Closed,2024-10-20 18:00:00,66,1,AGT011
TKT102313,17066,2024-08-30 00:00:00,Order Issue,Low,Resolved,2024-09-04 01:00:00,121,,AGT020
TKT102314,10817,2024-09-28 00:00:00,Order Issue,Low,Resolved,2024-09-30 11:00:00,59,,AGT006
TKT102315,17832,2024-01-17 00:00:00,Payment,Medium,Open,,,,AGT015
TKT102316,11260,2024-08-14 00:00:00,Order Issue,Medium,Closed,2024-08-16 11:00:00,59,2,AGT011
TKT102317,13532,2024-10-26 00:00:00,Product Query,High,Closed,2024-10-26 05:00:00,5,3,AGT018
TKT102318,11332,2024-07-14 00:00:00,Payment,High,Closed,2024-07-14 17:00:00,17,1,AGT008
TKT102319,11483,2024-08-21 00:00:00,Order Issue,Low,Resolved,2024-08-24 03:00:00,75,,AGT011
TKT102320,15253,2024-07-05 00:00:00,Order Issue,Medium,In Progress,,,,AGT017
TKT102321,13864,2024-05-25 00:00:00,Order Issue,Medium,Closed,2024-05-26 16:00:00,40,2,AGT013
TKT102322,11049,2024-09-15 00:00:00,Order Issue,High,Closed,2024-09-15 20:00:00,20,1,AGT003
TKT102323,11811,2024-08-13 00:00:00,Product Query,Low,Resolved,2024-08-17 12:00:00,108,,AGT018
TKT102324,14392,2024-06-12 00:00:00,Payment,Low,Closed,2024-06-13 00:00:00,24,4,AGT009
TKT102325,10433,2024-07-18 00:00:00,Returns,Medium,Closed,2024-07-19 10:00:00,34,5,AGT007
TKT102326,18989,2024-09-10 00:00:00,Order Issue,High,Closed,2024-09-10 16:00:00,16,2,AGT010
TKT102327,17405,2024-07-08 00:00:00,Payment,High,In Progress,,,,AGT003
TKT102328,16376,2024-09-06 00:00:00,Returns,Low,Closed,2024-09-07 10:00:00,34,2,AGT007
TKT102329,10431,2024-03-04 00:00:00,Shipping,Medium,Closed,2024-03-04 19:00:00,19,3,AGT019
TKT102330,11099,2024-07-07 00:00:00,Returns,Medium,Closed,2024-07-08 01:00:00,25,1,AGT001
TKT102331,17758,2024-06-28 00:00:00,Returns,Low,Closed,2024-06-30 21:00:00,69,2,AGT015
TKT102332,19970,2024-09-28 00:00:00,Product Query,Medium,Closed,2024-09-28 12:00:00,12,3,AGT016
TKT102333,10553,2024-02-08 00:00:00,Shipping,Medium,Closed,2024-02-09 06:00:00,30,1,AGT006
TKT102334,13145,2024-09-19 00:00:00,Order Issue,Medium,Closed,2024-09-20 00:00:00,24,4,AGT001
TKT102335,14586,2024-03-25 00:00:00,Order Issue,High,In Progress,,,,AGT013
TKT102336,16338,2024-06-05 00:00:00,Order Issue,Low,Resolved,2024-06-09 00:00:00,96,,AGT016
TKT102337,18658,2024-10-03 00:00:00,Product Query,Medium,Resolved,2024-10-05 12:00:00,60,,AGT018
TKT102338,11082,2024-09-02 00:00:00,Other,Medium,Closed,2024-09-04 07:00:00,55,4,AGT010
TKT102339,13073,2024-10-22 00:00:00,Order Issue,Medium,Resolved,2024-10-23 00:00:00,24,,AGT013
TKT102340,18158,2024-06-25 00:00:00,Product Query,Urgent,Resolved,2024-06-25 03:00:00,3,,AGT009
TKT102341,18202,2024-09-01 00:00:00,Technical,Medium,Resolved,2024-09-02 11:00:00,35,,AGT019
TKT102342,18519,2024-08-29 00:00:00,Order Issue,Medium,Resolved,2024-08-31 02:00:00,50,,AGT017
TKT102343,13079,2024-04-26 00:00:00,Payment,High,Closed,2024-04-26 21:00:00,21,1,AGT018
TKT102344,12689,2024-04-20 00:00:00,Order Issue,Low,Resolved,2024-04-23 09:00:00,81,,AGT007
TKT102345,12823,2024-06-04 00:00:00,Order Issue,Urgent,Closed,2024-06-04 04:00:00,4,2,AGT003
TKT102346,11239,2024-04-25 00:00:00,Technical,Low,Resolved,2024-04-28 15:00:00,87,,AGT008
TKT102347,12352,2024-05-12 00:00:00,Returns,Low,Open,,,,AGT010
TKT102348,15941,2024-02-21 00:00:00,Product Query,Medium,Open,,,,AGT015
TKT102349,18949,2024-02-17 00:00:00,Returns,Medium,Resolved,2024-02-18 11:00:00,35,,AGT012
TKT102350,11165,2024-06-02 00:00:00,Product Query,Low,Closed,2024-06-06 18:00:00,114,3,AGT015
TKT102351,10243,2024-05-05 00:00:00,Returns,High,Closed,2024-05-05 13:00:00,13,3,AGT004
TKT102352,18044,2024-09-05 00:00:00,Returns,Urgent,Resolved,2024-09-05 03:00:00,3,,AGT006
TKT102353,18245,2024-01-20 00:00:00,Technical,Medium,In Progress,,,,AGT012
TKT102354,11725,2024-01-14 00:00:00,Payment,Medium,Resolved,2024-01-16 00:00:00,48,,AGT019
TKT102355,11120,2024-02-08 00:00:00,Shipping,Low,Resolved,2024-02-12 12:00:00,108,,AGT003
TKT102356,17789,2024-07-22 00:00:00,Payment,Low,Resolved,2024-07-26 02:00:00,98,,AGT006
TKT102357,16982,2024-01-24 00:00:00,Product Query,Medium,Resolved,2024-01-26 08:00:00,56,,AGT014
TKT102358,13703,2024-05-18 00:00:00,Returns,Medium,Resolved,2024-05-20 18:00:00,66,,AGT012
TKT102359,10204,2024-05-07 00:00:00,Payment,Medium,Closed,2024-05-09 03:00:00,51,2,AGT018
TKT102360,13540,2024-05-16 00:00:00,Shipping,Low,Closed,2024-05-20 03:00:00,99,3,AGT018
TKT102361,12182,2024-05-12 00:00:00,Order Issue,Low,Closed,2024-05-16 22:00:00,118,5,AGT014
TKT102362,10121,2024-02-08 00:00:00,Returns,High,In Progress,,,,AGT014
TKT102363,16860,2024-05-22 00:00:00,Technical,High,Resolved,2024-05-22 17:00:00,17,,AGT016
TKT102364,18801,2024-01-11 00:00:00,Shipping,Medium,Closed,2024-01-13 19:00:00,67,2,AGT011
TKT102365,16740,2024-07-29 00:00:00,Payment,High,Closed,2024-07-29 08:00:00,8,3,AGT007
TKT102366,14712,2024-04-26 00:00:00,Other,Low,Closed,2024-04-28 19:00:00,67,5,AGT018
TKT102367,11336,2024-05-18 00:00:00,Product Query,Low,In Progress,,,,AGT011
TKT102368,10780,2024-07-13 00:00:00,Shipping,Medium,Closed,2024-07-15 00:00:00,48,1,AGT001
TKT102369,13612,2024-09-15 00:00:00,Payment,Medium,Resolved,2024-09-16 07:00:00,31,,AGT004
TKT102370,19770,2024-10-05 00:00:00,Returns,Medium,In Progress,,,,AGT010
TKT102371,12386,2024-10-30 00:00:00,Returns,Low,Closed,2024-11-02 12:00:00,84,2,AGT016
TKT102372,10104,2024-03-18 00:00:00,Returns,High,In Progress,,,,AGT001
TKT102373,19007,2024-06-04 00:00:00,Product Query,High,Resolved,2024-06-04 23:00:00,23,,AGT001
TKT102374,17525,2024-09-16 00:00:00,Technical,Medium,Closed,2024-09-16 23:00:00,23,1,AGT003
TKT102375,19133,2024-03-11 00:00:00,Returns,Low,Resolved,2024-03-16 16:00:00,136,,AGT010
TKT102376,14366,2024-06-30 00:00:00,Payment,Medium,Resolved,2024-06-30 20:00:00,20,,AGT007
TKT102377,15927,2024-10-09 00:00:00,Returns,Low,Open,,,,AGT016
TKT102378,11049,2024-05-28 00:00:00,Order Issue,Medium,Resolved,2024-05-30 18:00:00,66,,AGT006
TKT102379,11738,2024-10-25 00:00:00,Technical,Low,Closed,2024-10-27 20:00:00,68,1,AGT001
TKT102380,10029,2024-05-03 00:00:00,Returns,High,In Progress,,,,AGT002
TKT102381,11094,2024-04-17 00:00:00,Technical,Medium,Closed,2024-04-19 10:00:00,58,2,AGT009
TKT102382,15719,2024-04-29 00:00:00,Shipping,High,Open,,,,AGT010
TKT102383,12214,2024-01-20 00:00:00,Order Issue,Low,Closed,2024-01-22 20:00:00,68,4,AGT009
TKT102384,16328,2024-01-31 00:00:00,Payment,High,Closed,2024-01-31 16:00:00,16,4,AGT013
TKT102385,19081,2024-05-31 00:00:00,Shipping,Urgent,Closed,2024-05-31 02:00:00,2,4,AGT011
TKT102386,16740,2024-01-06 00:00:00,Returns,Medium,Closed,2024-01-07 22:00:00,46,4,AGT007
TKT102387,14158,2024-08-16 00:00:00,Payment,Medium,Closed,2024-08-17 21:00:00,45,4,AGT005
TKT102388,15269,2024-09-10 00:00:00,Product Query,Medium,In Progress,,,,AGT005
TKT102389,11014,2024-04-15 00:00:00,Returns,Low,Resolved,2024-04-18 20:00:00,92,,AGT019
TKT102390,15647,2024-02-06 00:00:00,Technical,Medium,Resolved,2024-02-06 19:00:00,19,,AGT011
TKT102391,15100,2024-02-08 00:00:00,Payment,Urgent,Closed,2024-02-08 02:00:00,2,3,AGT007
TKT102392,15037,2024-09-05 00:00:00,Product Query,Urgent,Closed,2024-09-05 03:00:00,3,4,AGT004
TKT102393,13262,2024-08-25 00:00:00,Order Issue,Urgent,Closed,2024-08-25 02:00:00,2,3,AGT014
TKT102394,17841,2024-09-10 00:00:00,Payment,Urgent,Resolved,2024-09-10 02:00:00,2,,AGT015
TKT102395,17624,2024-06-16 00:00:00,Order Issue,Low,Resolved,2024-06-17 10:00:00,34,,AGT013
TKT102396,15784,2024-04-07 00:00:00,Order Issue,Low,Closed,2024-04-11 02:00:00,98,2,AGT018
TKT102397,16280,2024-06-23 00:00:00,Product Query,High,Resolved,2024-06-23 21:00:00,21,,AGT003
TKT102398,10989,2024-01-28 00:00:00,Payment,Urgent,Open,,,,AGT004
TKT102399,17083,2024-09-17 00:00:00,Order Issue,Low,Resolved,2024-09-19 02:00:00,50,,AGT007
TKT102400,16852,2024-02-17 00:00:00,Other,Medium,Resolved,2024-02-17 21:00:00,21,,AGT004
TKT102401,19720,2024-09-23 00:00:00,Payment,Urgent,Resolved,2024-09-23 01:00:00,1,,AGT018
TKT102402,11401,2024-10-25 00:00:00,Payment,High,In Progress,,,,AGT011
TKT102403,11742,2024-08-16 00:00:00,Order Issue,Medium,Closed,2024-08-16 19:00:00,19,2,AGT004
TKT102404,17457,2024-01-04 00:00:00,Product Query,High,Resolved,2024-01-04 16:00:00,16,,AGT009
TKT102405,12810,2024-04-25 00:00:00,Returns,Medium,In Progress,,,,AGT014
TKT102406,13556,2024-10-27 00:00:00,Order Issue,Medium,Resolved,2024-10-28 23:00:00,47,,AGT003
TKT102407,17695,2024-09-26 00:00:00,Product Query,Medium,Open,,,,AGT005
TKT102408,13161,2024-04-10 00:00:00,Returns,Medium,Closed,2024-04-10 18:00:00,18,4,AGT014
TKT102409,17521,2024-06-07 00:00:00,Payment,Medium,Resolved,2024-06-08 19:00:00,43,,AGT008
TKT102410,18493,2024-03-04 00:00:00,Other,Low,Closed,2024-03-09 05:00:00,125,3,AGT001
TKT102411,15377,2024-09-27 00:00:00,Payment,Medium,Resolved,2024-09-28 06:00:00,30,,AGT012
TKT102412,13906,2024-10-04 00:00:00,Product Query,Medium,In Progress,,,,AGT020
TKT102413,13612,2024-10-09 00:00:00,Product Query,High,Resolved,2024-10-09 08:00:00,8,,AGT016
TKT102414,11902,2024-01-15 00:00:00,Payment,Urgent,In Progress,,,,AGT008
TKT102415,14255,2024-05-12 00:00:00,Product Query,Medium,Closed,2024-05-14 19:00:00,67,2,AGT005
TKT102416,14206,2024-10-26 00:00:00,Product Query,Low,Closed,2024-10-31 20:00:00,140,4,AGT015
TKT102417,12397,2024-01-19 00:00:00,Technical,Medium,Closed,2024-01-19 12:00:00,12,5,AGT003
TKT102418,12815,2024-01-08 00:00:00,Product Query,High,Resolved,2024-01-08 13:00:00,13,,AGT014
TKT102419,15655,2024-02-26 00:00:00,Product Query,High,Resolved,2024-02-26 18:00:00,18,,AGT016
TKT102420,10888,2024-09-08 00:00:00,Payment,Medium,Closed,2024-09-10 14:00:00,62,1,AGT017
TKT102421,15222,2024-08-07 00:00:00,Order Issue,Medium,Resolved,2024-08-09 21:00:00,69,,AGT005
TKT102422,13432,2024-09-22 00:00:00,Technical,Low,In Progress,,,,AGT001
TKT102423,10703,2024-06-25 00:00:00,Technical,Medium,Closed,2024-06-26 03:00:00,27,3,AGT019
TKT102424,16559,2024-02-13 00:00:00,Returns,High,Open,,,,AGT019
TKT102425,14813,2024-08-12 00:00:00,Order Issue,Medium,Closed,2024-08-12 22:00:00,22,2,AGT002
TKT102426,10645,2024-01-30 00:00:00,Payment,Medium,Closed,2024-01-31 12:00:00,36,5,AGT009
TKT102427,19117,2024-09-19 00:00:00,Order Issue,Medium,In Progress,,,,AGT020
TKT102428,13283,2024-04-27 00:00:00,Shipping,High,Open,,,,AGT016
TKT102429,18020,2024-08-21 00:00:00,Technical,Medium,In Progress,,,,AGT019
TKT102430,18478,2024-07-12 00:00:00,Order Issue,High,Resolved,2024-07-12 05:00:00,5,,AGT020
TKT102431,10311,2024-03-27 00:00:00,Payment,Medium,Open,,,,AGT018
TKT102432,16517,2024-09-04 00:00:00,Payment,Urgent,Resolved,2024-09-04 02:00:00,2,,AGT016
TKT102433,12159,2024-03-05 00:00:00,Order Issue,Low,In Progress,,,,AGT012
TKT102434,13818,2024-05-08 00:00:00,Technical,Urgent,Resolved,2024-05-08 04:00:00,4,,AGT013
TKT102435,10224,2024-08-20 00:00:00,Order Issue,Medium,Resolved,2024-08-22 02:00:00,50,,AGT005
TKT102436,16532,2024-10-07 00:00:00,Shipping,Medium,Resolved,2024-10-08 23:00:00,47,,AGT013
TKT102437,14158,2024-07-23 00:00:00,Order Issue,Medium,Closed,2024-07-23 18:00:00,18,1,AGT014
TKT102438,15206,2024-05-23 00:00:00,Order Issue,Medium,Resolved,2024-05-23 22:00:00,22,,AGT008
TKT102439,13525,2024-01-23 00:00:00,Technical,Medium,Closed,2024-01-25 23:00:00,71,1,AGT015
TKT102440,11742,2024-05-30 00:00:00,Product Query,Medium,Resolved,2024-06-01 14:00:00,62,,AGT018
TKT102441,11852,2024-03-31 00:00:00,Order Issue,Urgent,Resolved,2024-03-31 01:00:00,1,,AGT016
TKT102442,11431,2024-09-08 00:00:00,Product Query,Medium,Resolved,2024-09-09 20:00:00,44,,AGT018
TKT102443,15496,2024-09-16 00:00:00,Order Issue,Low,Closed,2024-09-21 19:00:00,139,5,AGT003
TKT102444,19693,2024-09-12 00:00:00,Order Issue,Medium,In Progress,,,,AGT020
TKT102445,14874,2024-07-29 00:00:00,Shipping,Medium,In Progress,,,,AGT018
TKT102446,12083,2024-10-01 00:00:00,Shipping,Medium,In Progress,,,,AGT002
TKT102447,15399,2024-06-21 00:00:00,Payment,Medium,Closed,2024-06-21 19:00:00,19,1,AGT010
TKT102448,10667,2024-01-26 00:00:00,Product Query,Low,Closed,2024-01-27 00:00:00,24,4,AGT004
TKT102449,12682,2024-04-07 00:00:00,Order Issue,Medium,Resolved,2024-04-08 04:00:00,28,,AGT002
TKT102450,11099,2024-03-19 00:00:00,Order Issue,Medium,Closed,2024-03-20 19:00:00,43,2,AGT009
TKT102451,14036,2024-04-30 00:00:00,Shipping,Low,Closed,2024-05-01 03:00:00,27,1,AGT011
TKT102452,19272,2024-09-14 00:00:00,Order Issue,High,Resolved,2024-09-14 14:00:00,14,,AGT004
TKT102453,14724,2024-07-01 00:00:00,Order Issue,High,Closed,2024-07-01 14:00:00,14,5,AGT005
TKT102454,18938,2024-04-27 00:00:00,Product Query,Low,Open,,,,AGT003
TKT102455,14395,2024-08-20 00:00:00,Payment,High,Closed,2024-08-20 19:00:00,19,5,AGT010
TKT102456,13864,2024-02-01 00:00:00,Returns,Low,In Progress,,,,AGT006
TKT102457,18326,2024-03-31 00:00:00,Product Query,High,Closed,2024-03-31 21:00:00,21,4,AGT001
TKT102458,19793,2024-06-24 00:00:00,Technical,Low,In Progress,,,,AGT014
TKT102459,10512,2024-01-23 00:00:00,Returns,Medium,Resolved,2024-01-25 14:00:00,62,,AGT010
TKT102460,12210,2024-07-28 00:00:00,Payment,High,Closed,2024-07-28 18:00:00,18,1,AGT016
TKT102461,13192,2024-06-03 00:00:00,Order Issue,Medium,Resolved,2024-06-05 08:00:00,56,,AGT020
TKT102462,13036,2024-06-05 00:00:00,Payment,Medium,Resolved,2024-06-05 13:00:00,13,,AGT015
TKT102463,14910,2024-02-28 00:00:00,Product Query,High,Resolved,2024-02-28 04:00:00,4,,AGT013
TKT102464,13582,2024-07-20 00:00:00,Order Issue,Low,Closed,2024-07-22 12:00:00,60,2,AGT006
TKT102465,12255,2024-10-31 00:00:00,Product Query,Low,Resolved,2024-11-01 10:00:00,34,,AGT017
TKT102466,15262,2024-03-25 00:00:00,Order Issue,Urgent,Resolved,2024-03-25 04:00:00,4,,AGT020
TKT102467,15573,2024-06-14 00:00:00,Payment,Medium,Resolved,2024-06-15 12:00:00,36,,AGT008
TKT102468,15841,2024-06-02 00:00:00,Technical,Medium,Open,,,,AGT012
TKT102469,11746,2024-07-19 00:00:00,Shipping,Low,Resolved,2024-07-23 08:00:00,104,,AGT010
TKT102470,12602,2024-05-25 00:00:00,Other,Low,Closed,2024-05-29 21:00:00,117,5,AGT014
TKT102471,12522,2024-04-26 00:00:00,Shipping,Medium,Closed,2024-04-28 03:00:00,51,3,AGT006
TKT102472,10937,2024-07-03 00:00:00,Technical,High,Open,,,,AGT016
TKT102473,10151,2024-01-07 00:00:00,Product Query,Medium,Open,,,,AGT013
TKT102474,12537,2024-07-21 00:00:00,Order Issue,Medium,Closed,2024-07-23 09:00:00,57,5,AGT010
TKT102475,19062,2024-10-03 00:00:00,Payment,High,Closed,2024-10-03 06:00:00,6,3,AGT008
TKT102476,15773,2024-02-13 00:00:00,Payment,Medium,Closed,2024-02-15 14:00:00,62,3,AGT012
TKT102477,14510,2024-06-27 00:00:00,Product Query,High,Resolved,2024-06-27 18:00:00,18,,AGT007
TKT102478,18958,2024-03-18 00:00:00,Other,Low,Closed,2024-03-23 13:00:00,133,1,AGT018
TKT102479,12224,2024-08-11 00:00:00,Order Issue,Medium,Closed,2024-08-13 16:00:00,64,3,AGT016
TKT102480,19479,2024-01-23 00:00:00,Technical,High,Open,,,,AGT010
TKT102481,13284,2024-09-18 00:00:00,Payment,Medium,In Progress,,,,AGT002
TKT102482,15640,2024-10-28 00:00:00,Payment,Low,In Progress,,,,AGT003
TKT102483,16073,2024-05-27 00:00:00,Product Query,Low,Open,,,,AGT010
TKT102484,16939,2024-10-28 00:00:00,Payment,Medium,In Progress,,,,AGT003
TKT102485,10311,2024-09-30 00:00:00,Order Issue,Medium,In Progress,,,,AGT001
TKT102486,15075,2024-03-28 00:00:00,Order Issue,Low,Closed,2024-04-01 23:00:00,119,2,AGT016
TKT102487,10303,2024-04-05 00:00:00,Other,Low,Resolved,2024-04-09 19:00:00,115,,AGT003
TKT102488,15707,2024-04-01 00:00:00,Product Query,Medium,Resolved,2024-04-03 22:00:00,70,,AGT012
TKT102489,19707,2024-09-14 00:00:00,Order Issue,Low,Closed,2024-09-15 01:00:00,25,1,AGT015
TKT102490,13253,2024-03-30 00:00:00,Returns,Low,In Progress,,,,AGT010
TKT102491,11025,2024-10-13 00:00:00,Product Query,Medium,Closed,2024-10-13 12:00:00,12,3,AGT006
TKT102492,16885,2024-05-07 00:00:00,Returns,High,Closed,2024-05-07 19:00:00,19,2,AGT016
TKT102493,10388,2024-03-31 00:00:00,Returns,Medium,In Progress,,,,AGT018
TKT102494,11056,2024-06-30 00:00:00,Product Query,Low,Closed,2024-07-03 02:00:00,74,1,AGT020
TKT102495,19524,2024-05-10 00:00:00,Technical,Medium,Resolved,2024-05-11 21:00:00,45,,AGT003
TKT102496,15871,2024-02-16 00:00:00,Product Query,Low,Resolved,2024-02-17 16:00:00,40,,AGT007
TKT102497,12301,2024-04-02 00:00:00,Order Issue,Medium,Closed,2024-04-04 00:00:00,48,2,AGT020
TKT102498,19414,2024-04-25 00:00:00,Product Query,Medium,Resolved,2024-04-26 14:00:00,38,,AGT002
TKT102499,12949,2024-08-27 00:00:00,Product Query,Medium,Resolved,2024-08-29 18:00:00,66,,AGT006
TKT102500,14474,2024-10-25 00:00:00,Returns,Medium,In Progress,,,,AGT014
TKT102501,12562,2024-07-30 00:00:00,Other,Medium,Closed,2024-08-01 20:00:00,68,5,AGT002
TKT102502,15563,2024-08-19 00:00:00,Order Issue,Medium,Closed,2024-08-20 09:00:00,33,5,AGT004
TKT102503,14095,2024-06-12 00:00:00,Order Issue,Low,Resolved,2024-06-15 09:00:00,81,,AGT017
TKT102504,17484,2024-04-24 00:00:00,Returns,Medium,In Progress,,,,AGT010
TKT102505,15267,2024-05-29 00:00:00,Order Issue,Low,Closed,2024-06-02 01:00:00,97,5,AGT019
TKT102506,19434,2024-04-29 00:00:00,Product Query,High,Resolved,2024-04-29 08:00:00,8,,AGT020
TKT102507,15269,2024-08-05 00:00:00,Order Issue,Medium,Resolved,2024-08-07 14:00:00,62,,AGT018
TKT102508,15465,2024-10-19 00:00:00,Order Issue,Urgent,In Progress,,,,AGT010
TKT102509,11559,2024-02-18 00:00:00,Product Query,Medium,Resolved,2024-02-19 13:00:00,37,,AGT018
TKT102510,15645,2024-04-06 00:00:00,Product Query,High,Resolved,2024-04-06 10:00:00,10,,AGT020
TKT102511,12732,2024-06-05 00:00:00,Returns,Medium,Resolved,2024-06-07 15:00:00,63,,AGT010
TKT102512,11077,2024-01-14 00:00:00,Product Query,High,Open,,,,AGT008
TKT102513,17404,2024-05-23 00:00:00,Order Issue,Urgent,In Progress,,,,AGT019
TKT102514,10906,2024-09-29 00:00:00,Shipping,Medium,Closed,2024-09-30 01:00:00,25,1,AGT002
TKT102515,12609,2024-06-25 00:00:00,Payment,Medium,Closed,2024-06-26 13:00:00,37,2,AGT009
TKT102516,13849,2024-04-16 00:00:00,Order Issue,Medium,Resolved,2024-04-16 13:00:00,13,,AGT009
TKT102517,12819,2024-08-15 00:00:00,Returns,High,Closed,2024-08-15 12:00:00,12,4,AGT007
TKT102518,12548,2024-01-16 00:00:00,Product Query,High,Closed,2024-01-16 22:00:00,22,2,AGT018
TKT102519,13363,2024-10-15 00:00:00,Returns,Low,Closed,2024-10-17 10:00:00,58,3,AGT011
TKT102520,12971,2024-05-19 00:00:00,Technical,Medium,Open,,,,AGT013
TKT102521,18717,2024-08-13 00:00:00,Product Query,Low,In Progress,,,,AGT014
TKT102522,12571,2024-01-22 00:00:00,Payment,Medium,Resolved,2024-01-22 17:00:00,17,,AGT013
TKT102523,19693,2024-10-31 00:00:00,Returns,Low,Resolved,2024-11-01 16:00:00,40,,AGT005
TKT102524,14493,2024-10-02 00:00:00,Technical,High,Open,,,,AGT006
TKT102525,11620,2024-07-29 00:00:00,Product Query,High,Resolved,2024-07-29 21:00:00,21,,AGT013
TKT102526,12928,2024-05-25 00:00:00,Shipping,Medium,Open,,,,AGT009
TKT102527,18671,2024-01-15 00:00:00,Technical,High,Closed,2024-01-15 20:00:00,20,4,AGT019
TKT102528,15174,2024-06-29 00:00:00,Returns,Medium,In Progress,,,,AGT014
TKT102529,13570,2024-04-18 00:00:00,Shipping,High,Resolved,2024-04-18 12:00:00,12,,AGT012
TKT102530,10345,2024-05-11 00:00:00,Product Query,Low,Resolved,2024-05-16 22:00:00,142,,AGT008
TKT102531,17593,2024-10-23 00:00:00,Order Issue,High,Resolved,2024-10-23 08:00:00,8,,AGT004
TKT102532,18810,2024-01-06 00:00:00,Order Issue,Urgent,In Progress,,,,AGT018
TKT102533,17304,2024-07-01 00:00:00,Shipping,Medium,Resolved,2024-07-03 13:00:00,61,,AGT017
TKT102534,15422,2024-10-16 00:00:00,Payment,High,Open,,,,AGT016
TKT102535,11401,2024-06-03 00:00:00,Order Issue,Urgent,Resolved,2024-06-03 02:00:00,2,,AGT016
TKT102536,16329,2024-07-19 00:00:00,Order Issue,Medium,In Progress,,,,AGT019
TKT102537,10176,2024-07-03 00:00:00,Returns,High,Closed,2024-07-03 20:00:00,20,3,AGT009
TKT102538,15100,2024-03-31 00:00:00,Product Query,Medium,Resolved,2024-04-02 22:00:00,70,,AGT006
TKT102539,16727,2024-09-05 00:00:00,Product Query,Low,Resolved,2024-09-08 09:00:00,81,,AGT008
TKT102540,10687,2024-02-11 00:00:00,Product Query,High,Closed,2024-02-11 21:00:00,21,1,AGT001
TKT102541,11238,2024-05-23 00:00:00,Payment,Low,Resolved,2024-05-25 14:00:00,62,,AGT006
TKT102542,18215,2024-07-22 00:00:00,Order Issue,Low,Closed,2024-07-23 02:00:00,26,3,AGT008
TKT102543,10917,2024-01-03 00:00:00,Returns,High,Resolved,2024-01-03 21:00:00,21,,AGT004
TKT102544,15664,2024-06-19 00:00:00,Product Query,Medium,Open,,,,AGT006
TKT102545,16504,2024-03-28 00:00:00,Technical,High,Closed,2024-03-28 16:00:00,16,1,AGT007
TKT102546,12078,2024-05-26 00:00:00,Product Query,Low,Closed,2024-05-29 04:00:00,76,2,AGT008
TKT102547,12182,2024-06-27 00:00:00,Order Issue,Medium,In Progress,,,,AGT014
TKT102548,13644,2024-01-27 00:00:00,Payment,Medium,Resolved,2024-01-27 18:00:00,18,,AGT010
TKT102549,10378,2024-01-29 00:00:00,Payment,High,Closed,2024-01-29 19:00:00,19,4,AGT012
